ASB17	1p22.3	Q8WXJ9	ASB17_HUMAN		Ankyrin repeat and SOCS box protein 17 (ASB-17)
ASCL5	1q32.1	Q7RTU5	ASCL5_HUMAN		Achaete-scute homolog 5 (ASH-5) (hASH5) (Class A basic helix-loop-helix protein 47) (bHLHa47) [BHLHA47]
ASH1L	1q22	Q9NR48	ASH1L_HUMAN	607999	
ASPM	1q31	Q8IZT6	ASPM_HUMAN	605481	
ASTN1	1q25.2	O14525	ASTN1_HUMAN	600904	
ATAD3A	1p36.33	Q9NVI7	ATD3A_HUMAN	612316	
ATAD3B	1p36.33	Q5T9A4	ATD3B_HUMAN	612317	
ATAD3C	1p36.33	Q5T2N8	ATD3C_HUMAN		ATPase family AAA domain-containing protein 3C
ATF3	1q32.2	P18847	ATF3_HUMAN	603148	
ATF6	1q22-q23	P18850	ATF6A_HUMAN	605537	
ATG4C	1p31.3	Q96DT6	ATG4C_HUMAN	611339	
ATP13A2	1p36	Q9NQ11	AT132_HUMAN	610513	
ATP1A1	1p13	P05023	AT1A1_HUMAN	182310	
ATP1A1-AS1	1p13.1	Q5TC04	ATAS1_HUMAN		Putative uncharacterized protein ATP1A1-AS1 (ATP1A1 antisense RNA 1) (ATP1A1 antisense gene protein 1) (ATP1A1 opposite strand protein) [ATP1A1OS] [C1orf203]
ATP1A2	1q21-q23	P50993	AT1A2_HUMAN	182340	
ATP1A4	1q21-q23	Q13733	AT1A4_HUMAN	607321	
ATP1B1	1q24	P05026	AT1B1_HUMAN	182330	
ATP2B4	1q32.1	P23634	AT2B4_HUMAN	108732	
ATP5IF1	1p35.3	Q9UII2	ATIF1_HUMAN	614981	
ATP5PB	1p13.1	P24539	AT5F1_HUMAN	603270	
ATP6V0B	1p32.3	Q99437	VATO_HUMAN	603717	
ATP6V1G3	1q31.2-q31.3	Q96LB4	VATG3_HUMAN	618071	
ATP8B2	1q21.2	P98198	AT8B2_HUMAN	605867	
ATPAF1	1p33-p32.3	Q5TC12	ATPF1_HUMAN	608917	
ATXN7L2	1p13.2	Q5T6C5	AT7L2_HUMAN		Ataxin-7-like protein 2
AUNIP	1p36.11	Q9H7T9	AUNIP_HUMAN		Aurora kinase A and ninein-interacting protein (AIBp) [C1orf135]
AURKAIP1	1p36.33	Q9NWT8	AKIP_HUMAN	609183	
AVPR1B	1q32	P47901	V1BR_HUMAN	600264	
AXDND1	1q25.2	Q5T1B0	AXDN1_HUMAN		Axonemal dynein light chain domain-containing protein 1 [C1orf125]
AZIN2	1p33-p34.3	Q96A70	AZIN2_HUMAN	608353	
B3GALNT2	1q42.3	Q8NCR0	B3GL2_HUMAN	610194	
B3GALT2	1q31.2	O43825	B3GT2_HUMAN	603018	
B3GALT6	1p36.33	Q96L58	B3GT6_HUMAN	615291	
B4GALT2	1p33-p34	O60909	B4GT2_HUMAN	604013	
B4GALT3	1q23	O60512	B4GT3_HUMAN	604014	
BARHL2	1p22	Q9NY43	BARH2_HUMAN	605212	
BATF3	1q32.3	Q9NR55	BATF3_HUMAN	612470	
BCAN	1q31	Q96GW7	PGCB_HUMAN	600347	
BCAR3	1p22.1	O75815	BCAR3_HUMAN	604704	
BCAS2	1p13.2	O75934	SPF27_HUMAN	605783	
BCL10	1p22	O95999	BCL10_HUMAN	603517	
BCL2L15	1p13.2	Q5TBC7	B2L15_HUMAN		Bcl-2-like protein 15 (Bcl2-L-15) [C1orf178]
BCL9	1q21	O00512	BCL9_HUMAN	602597	
BECN2	1q43	A8MW95	BECN2_HUMAN	615687	
BEND5	1p33	Q7L4P6	BEND5_HUMAN		BEN domain-containing protein 5 [C1orf165]
BEST4	1p34.1	Q8NFU0	BEST4_HUMAN	607336	
BGLAP	1q25-q31	P02818	OSTCN_HUMAN	112260	
BLZF1	1q24	Q9H2G9	GO45_HUMAN	608692	
BMP8A	1p34.1-p35.3	Q7Z5Y6	BMP8A_HUMAN		Bone morphogenetic protein 8A precursor (BMP-8A)
BMP8B	1p34.1-p35.3	P34820	BMP8B_HUMAN	602284	
BNIPL	1q21.2	Q7Z465	BNIPL_HUMAN	611275	
BOLA1	1p31.3-q36.13	Q9Y3E2	BOLA1_HUMAN	613181	
BPNT1	1q41	O95861	BPNT1_HUMAN	604053	
BRDT	1p22.1	Q58F21	BRDT_HUMAN	602144	
BRINP2	1q24.1-q25.3	Q9C0B6	BRNP2_HUMAN		BMP/retinoic acid-inducible neural-specific protein 2 precursor (DBCCR1-like protein 2) [DBCCR1L2] [FAM5B] [KIAA1747]
BRINP3	1q31.1	Q76B58	BRNP3_HUMAN	618390	
BROX	1q41	Q5VW32	BROX_HUMAN		BRO1 domain-containing protein BROX precursor (BRO1 domain- and CAAX motif-containing protein) [BROFTI] [C1orf58]
BSDC1	1p35.1	Q9NW68	BSDC1_HUMAN	617518	
BSND	1p32.3	Q8WZ55	BSND_HUMAN	606412	
BTBD19	1p34.1	C9JJ37	BTBDJ_HUMAN		BTB/POZ domain-containing protein 19
BTBD8	1p22.1	Q5XKL5	BTBD8_HUMAN		BTB/POZ domain-containing protein 8
BTF3L4	1p32.3	Q96K17	BT3L4_HUMAN		Transcription factor BTF3 homolog 4 (Basic transcription factor 3-like 4)
BTG2	1q32	P78543	BTG2_HUMAN	601597	
BTNL10	1q42.13	A8MVZ5	BTNLA_HUMAN		Butyrophilin-like protein 10 precursor
C1QA	1p34.1-p36.3	P02745	C1QA_HUMAN	120550	
C1QB	1p34.1-p36.3	P02746	C1QB_HUMAN	120570	
C1QC	1p34.1-p36.3	P02747	C1QC_HUMAN	120575	
C1QTNF12	1p36.33	Q5T7M4	ADIPL_HUMAN	616593	
C1orf100	1q44	Q5SVJ3	CA100_HUMAN		Uncharacterized protein C1orf100
C1orf105	1q24.3	O95561	CA105_HUMAN		Uncharacterized protein C1orf105
C1orf109	1p34.3	Q9NX04	CA109_HUMAN	614799	
C1orf112	1q24.2	Q9NSG2	CA112_HUMAN		Uncharacterized protein C1orf112
C1orf115	1q41	Q9H7X2	CA115_HUMAN		Uncharacterized protein C1orf115
C1orf122	1p34.3	Q6ZSJ8	CA122_HUMAN		Uncharacterized protein C1orf122 (Protein ALAESM)
C1orf127	1p36.22	Q8N9H9	CA127_HUMAN		Uncharacterized protein C1orf127
C1orf131	1q42.2	Q8NDD1	CA131_HUMAN		Uncharacterized protein C1orf131 [cPERP-A]
C1orf140	1q41	Q5VVS0	CA140_HUMAN		Putative uncharacterized protein C1orf140
C1orf141	1p31.3	Q5JVX7	CA141_HUMAN		Uncharacterized protein C1orf141
C1orf147	1q32.1	Q96MC9	CA147_HUMAN		Uncharacterized protein C1orf147
C1orf158	1p36.21	Q8N1D5	CA158_HUMAN		Uncharacterized protein C1orf158
C1orf159	1p36.33	Q96HA4	CA159_HUMAN		Uncharacterized protein C1orf159 precursor [UNQ2998/PRO9739]
C1orf162	1p13.2	Q8NEQ5	CA162_HUMAN		Transmembrane protein C1orf162
C1orf167	1p36.22	Q5SNV9	CA167_HUMAN		Uncharacterized protein C1orf167
C1orf174	1p36.32	Q8IYL3	CA174_HUMAN		UPF0688 protein C1orf174
C1orf185	1p32.3	Q5T7R7	CA185_HUMAN		Uncharacterized protein C1orf185
C1orf189	1q21.3	Q5VU69	CA189_HUMAN		Uncharacterized protein C1orf189
C1orf194	1p13.3	Q5T5A4	CA194_HUMAN	618682	
C1orf195	1p36.21	Q5TG92	CA195_HUMAN		Putative uncharacterized protein C1orf195
C1orf198	1q42.13-q43	Q9H425	CA198_HUMAN		Uncharacterized protein C1orf198
C1orf21	1q25	Q9H246	CA021_HUMAN		Uncharacterized protein C1orf21 (Cell proliferation-inducing gene 13 protein) [PIG13]
C1orf210	1p34.2	Q8IVY1	CA210_HUMAN		Type III endosome membrane protein TEMP (TEMP)
C1orf216	1p34.3	Q8TAB5	CA216_HUMAN		UPF0500 protein C1orf216
C1orf220	1q25.2	Q5T0J3	CA220_HUMAN		Putative uncharacterized protein C1orf220
C1orf226	1q23.3	A1L170	CA226_HUMAN		Uncharacterized protein C1orf226
C1orf229	1q44	Q6ZS94	CA229_HUMAN		Putative uncharacterized protein C1orf229
C1orf232	1p36.11	A0A0U1RR37	CA232_HUMAN		Uncharacterized protein C1orf232
C1orf43	1q21.3	Q9BWL3	CA043_HUMAN	617428	
C1orf50	1p34.2	Q9BV19	CA050_HUMAN		Uncharacterized protein C1orf50
C1orf52	1p22.3	Q8N6N3	CA052_HUMAN		UPF0690 protein C1orf52 (BCL10-associated gene protein) [BAG] [GM117]
C1orf53	1q31.3	Q5VUE5	CA053_HUMAN		Uncharacterized protein C1orf53
C1orf54	1q21.2	Q8WWF1	CA054_HUMAN		Uncharacterized protein C1orf54 precursor
C1orf74	1q32.2	Q96LT6	CA074_HUMAN		UPF0739 protein C1orf74
C1orf87	1p32.1	Q8N0U7	CA087_HUMAN	618860	
C1orf94	1p34.3	Q6P1W5	CA094_HUMAN		Uncharacterized protein C1orf94
C2CD4D	1q21.3	B7Z1M9	C2D4D_HUMAN		C2 calcium-dependent domain-containing protein 4D [FAM148D]
C4BPA	1q32	P04003	C4BPA_HUMAN	120830	
C4BPB	1q32	P20851	C4BPB_HUMAN	120831	
C8A	1p32	P07357	CO8A_HUMAN	120950	
C8B	1p32	P07358	CO8B_HUMAN	120960	
CA14	1q21	Q9ULX7	CAH14_HUMAN	604832	
CA6	1p36.2	P23280	CAH6_HUMAN	114780	
CACHD1	1p31.3	Q5VU97	CAHD1_HUMAN		VWFA and cache domain-containing protein 1 precursor (Cache domain-containing protein 1) [KIAA1573] [VWCD1]
CACNA1E	1q25-q31	Q15878	CAC1E_HUMAN	601013	
CACNA1S	1q32	Q13698	CAC1S_HUMAN	114208	
CACYBP	1q24-q25	Q9HB71	CYBP_HUMAN	606186	
CADM3	1q21.2-q22	Q8N126	CADM3_HUMAN	609743	
CALML6	1p36.33	Q8TD86	CALL6_HUMAN	610171	
CAMK1G	1q32-q41	Q96NX5	KCC1G_HUMAN	614994	
CAMK2N1	1p36.12	Q7Z7J9	CK2N1_HUMAN	614986	
CAMSAP2	1q32.1	Q08AD1	CAMP2_HUMAN	613775	
CAMTA1	1p36.31-p36.23	Q9Y6Y1	CMTA1_HUMAN	611501	
CAP1	1p34.1	Q01518	CAP1_HUMAN	617801	
CAPN2	1q41-q42	P17655	CAN2_HUMAN	114230	
CAPN8	1q41	A6NHC0	CAN8_HUMAN	618777	
CAPN9	1q42.3-q42.11	O14815	CAN9_HUMAN	606401	
CAPZA1	1p36.13-q23.3	P52907	CAZA1_HUMAN	601580	
CAPZB	1p36.1	P47756	CAPZB_HUMAN	601572	
CASP9	1p36.1-p36.3	P55211	CASP9_HUMAN	602234	
CASQ1	1q21	P31415	CASQ1_HUMAN	114250	
CASQ2	1p11-p13.3	O14958	CASQ2_HUMAN	114251	
CASZ1	1p36.22	Q86V15	CASZ1_HUMAN	609895	
CATSPER4	1p35.3	Q7RTX7	CTSR4_HUMAN	609121	
CATSPERE	1q44	Q5SY80	CTSRE_HUMAN	617510	
CC2D1B	1p32.3	Q5T0F9	C2D1B_HUMAN		Coiled-coil and C2 domain-containing protein 1B (Five prime repressor element under dual repression-binding protein 2) (FRE under dual repression-binding protein 2) (Freud-2) [KIAA1836]
CCDC163	1p34.1	A0A0D9SF12	CC163_HUMAN		Transmembrane protein CCDC163 (Coiled-coil domain-containing protein 163) (coiled-coil domain containing 163 pseudogene) [C1orf231] [CCDC163P]
CCDC17	1p34.1	Q96LX7	CCD17_HUMAN		Coiled-coil domain-containing protein 17
CCDC18	1p22.1	Q5T9S5	CCD18_HUMAN		Coiled-coil domain-containing protein 18 (Sarcoma antigen NY-SAR-24)
CCDC181	1q24	Q5TID7	CC181_HUMAN		Coiled-coil domain-containing protein 181 [C1orf114]
CCDC185	1q41	Q8N715	CC185_HUMAN		Coiled-coil domain-containing protein 185 [C1orf65]
CCDC190	1q23.3	Q86UF4	CC190_HUMAN		Coiled-coil domain-containing protein 190 [C1orf110]
CCDC24	1p34.1	Q8N4L8	CCD24_HUMAN		Coiled-coil domain-containing protein 24
CCDC27	1p36.32	Q2M243	CCD27_HUMAN		Coiled-coil domain-containing protein 27
CCDC28B	1p35.1	Q9BUN5	CC28B_HUMAN	610162	
CCDC30	1p34.2	Q5VVM6	CCD30_HUMAN		Coiled-coil domain-containing protein 30 (Prefoldin subunit 6-like protein) [PFDN6L]
CCN1	1p22.3	O00622	CCN1_HUMAN	602369	
CCNL2	1p36.33	Q96S94	CCNL2_HUMAN	613482	
CCSAP	1q42.13	Q6IQ19	CCSAP_HUMAN		Centriole, cilia and spindle-associated protein [C1orf96] [CSAP]
CCT3	1q23	P49368	TCPG_HUMAN	600114	
CD101	1p13	Q93033	IGSF2_HUMAN	604516	
CD160	1q21.1	O95971	BY55_HUMAN	604463	
CD164L2	1p36.11	Q6UWJ8	C16L2_HUMAN		CD164 sialomucin-like 2 protein precursor [UNQ6122/PRO20044]
CD1A	1q22-q23	P06126	CD1A_HUMAN	188370	
CD1B	1q22-q23	P29016	CD1B_HUMAN	188360	
CD1C	1q22-q23	P29017	CD1C_HUMAN	188340	
CD1D	1q22-q23	P15813	CD1D_HUMAN	188410	
CD1E	1q22-q23	P15812	CD1E_HUMAN	188411	
CD2	1p13	P06729	CD2_HUMAN	186990	
CD244	1q23.3	Q9BZW8	CD244_HUMAN	605554	
CD247	1q22-q23	P20963	CD3Z_HUMAN	186780	
CD34	1q32	P28906	CD34_HUMAN	142230	
CD46	1q32	P15529	MCP_HUMAN	120920	
CD48	1q21.3-q22	P09326	CD48_HUMAN	109530	
CD52	1p36	P31358	CD52_HUMAN	114280	
CD53	1p13	P19397	CD53_HUMAN	151525	
CD55	1q32	P08174	DAF_HUMAN	125240	
CD58	1p13	P19256	LFA3_HUMAN	153420	
CD5L	1q21-q23	O43866	CD5L_HUMAN	602592	
CD84	1q24	Q9UIB8	SLAF5_HUMAN	604513	
CDA	1p35-p36.2	P32320	CDD_HUMAN	123920	
CDC14A	1p21	Q9UNH5	CC14A_HUMAN	603504	
CDC20	1p34.1	Q12834	CDC20_HUMAN	603618	
CDC42	1p36.1	P60953	CDC42_HUMAN	116952	
CDC42BPA	1q42.11	Q5VT25	MRCKA_HUMAN	603412	
CDC42SE1	1q21.2	Q9NRR8	C42S1_HUMAN		CDC42 small effector protein 1 (CDC42-binding protein SCIP1) (Small effector of CDC42 protein 1) [SPEC1]
CDC7	1p22	O00311	CDC7_HUMAN	603311	
CDC73	1q25	Q6P1J9	CDC73_HUMAN	607393	
CDCA8	1p34.3	Q53HL2	BOREA_HUMAN	609977	
CDCP2	1p32.3	Q5VXM1	CDCP2_HUMAN	612320	
CDK11A	1p36.3	Q9UQ88	CD11A_HUMAN	116951	
CDK11B	1p36.3	P21127	CD11B_HUMAN	176873	
CDK18	1q31-q32	Q07002	CDK18_HUMAN	169190	
CDKN2C	1p32	P42773	CDN2C_HUMAN	603369	
CELA2A	1p36.21	P08217	CEL2A_HUMAN	609443	
CELA2B	1p36	P08218	CEL2B_HUMAN	609444	
CELA3A	1	P09093	CEL3A_HUMAN	618693	
CELA3B	1p36.12	P08861	CEL3B_HUMAN	618694	
CELF3	1q21.3	Q5SZQ8	CELF3_HUMAN	612678	
CELSR2	1p21	Q9HCU4	CELR2_HUMAN	604265	
CENPF	1q32-q41	P49454	CENPF_HUMAN	600236	
CENPL	1q25.1	Q8N0S6	CENPL_HUMAN	611503	
CENPS	1p36.22	Q8N2Z9	CENPS_HUMAN	609130	
CEP104	1p36.32	O60308	CE104_HUMAN	616690	
CEP170	1q44	Q5SW79	CE170_HUMAN	613023	
CEP350	1q25.2	Q5VT06	CE350_HUMAN	617870	
CEP85	1p36.11	Q6P2H3	CEP85_HUMAN	618898	
CEPT1	1p13.3	Q9Y6K0	CEPT1_HUMAN	616751	
CERS2	1q21.3	Q96G23	CERS2_HUMAN	606920	
CFAP126	1q23.3	Q5VTH2	FLTOP_HUMAN	616119	
CFAP45	1q22	Q9UL16	CFA45_HUMAN	605152	
CFAP57	1p34.2	Q96MR6	CFA57_HUMAN	614259	
CFAP74	1p36.33	Q9C0B2	CFA74_HUMAN		Cilia- and flagella-associated protein 74 [C1orf222] [KIAA1751]
CFH	1q32	P08603	CFAH_HUMAN	134370	
CFHR1	1q32	Q03591	FHR1_HUMAN	134371	
CFHR2	1q31-q32.1	P36980	FHR2_HUMAN	600889	
CFHR3	1q32	Q02985	FHR3_HUMAN	605336	
CFHR4	1q32	Q92496	FHR4_HUMAN	605337	
CFHR5	1q22-q23	Q9BXR6	FHR5_HUMAN	608593	
CGN	1q21	Q9P2M7	CING_HUMAN	609473	
CHD1L	1q21.1	Q86WJ1	CHD1L_HUMAN	613039	
CHD5	1p36.31	Q8TDI0	CHD5_HUMAN	610771	
CHI3L1	1q31.1	P36222	CH3L1_HUMAN	601525	
CHI3L2	1p13.3	Q15782	CH3L2_HUMAN	601526	
CHIA	1p13.2	Q9BZP6	CHIA_HUMAN	606080	
CHIT1	1q32.1	Q13231	CHIT1_HUMAN	600031	
CHML	1q43	P26374	RAE2_HUMAN	118825	
CHRM3	1q41-q44	P20309	ACM3_HUMAN	118494	
CHRNB2	1q21.3	P17787	ACHB2_HUMAN	118507	
CHTOP	1q21.3	Q9Y3Y2	CHTOP_HUMAN	614206	
CIART	1q21.2	Q8N365	CIART_HUMAN	615782	
CITED4	1p34.2	Q96RK1	CITE4_HUMAN	606815	
CKS1B	1q21.2	P61024	CKS1_HUMAN	116900	
CLCA1	1p22-p31	A8K7I4	CLCA1_HUMAN	603906	
CLCA2	1p31-p22	Q9UQC9	CLCA2_HUMAN	604003	
CLCA3P	1p22.3	Q9Y6N3	CLCA3_HUMAN	604337	
CLCA4	1p22-p31	Q14CN2	CLCA4_HUMAN	616857	
CLCC1	1p13.3	Q96S66	CLCC1_HUMAN	617539	
CLCN6	1p36	P51797	CLCN6_HUMAN	602726	
CLCNKA	1p36	P51800	CLCKA_HUMAN	602024	
CLCNKB	1p36	P51801	CLCKB_HUMAN	602023	
CLDN19	1p34.2	Q8N6F1	CLD19_HUMAN	610036	
CLEC20A	1q25.2	Q6ZU45	CL20A_HUMAN		Putative C-type lectin domain family 20 member A precursor
CLIC4	1p36.11	Q9Y696	CLIC4_HUMAN	606536	
CLK2	1q21	P49760	CLK2_HUMAN	602989	
CLSPN	1p34.3	Q9HAW4	CLSPN_HUMAN	605434	
CLSTN1	1p36.22	O94985	CSTN1_HUMAN	611321	
CMPK1	1p32-p34.1	P30085	KCY_HUMAN	191710	
CNIH3	1q42.13	Q8TBE1	CNIH3_HUMAN		Protein cornichon homolog 3 (CNIH-3) (Cornichon family AMPA receptor auxiliary protein 3)
CNIH4	1q31-q32.1	Q9P003	CNIH4_HUMAN	617483	
CNKSR1	1p36.11	Q969H4	CNKR1_HUMAN	603272	
CNN3	1p21-p22	Q15417	CNN3_HUMAN	602374	
CNR2	1p36.11	P34972	CNR2_HUMAN	605051	
CNST	1q44	Q6PJW8	CNST_HUMAN	613439	
CNTN2	1q32.1	Q02246	CNTN2_HUMAN	190197	
COA6	1q42.2	Q5JTJ3	COA6_HUMAN	614772	
COA7	1p32.3	Q96BR5	COA7_HUMAN	615623	
COG2	1q42.13	Q14746	COG2_HUMAN	606974	
COL11A1	1p21	P12107	COBA1_HUMAN	120280	
COL16A1	1p34-p35	Q07092	COGA1_HUMAN	120326	
COL24A1	1p22.3	Q17RW2	COOA1_HUMAN	610025	
